,code,deck_limit,faction_code,faction_cost,flavor,illustrator,influence_limit,keywords,minimum_deck_size,pack_code,position,quantity,side_code,stripped_text,stripped_title,text,title,type_code,uniqueness,base_link,cost,memory_cost,strength,advancement_cost,agenda_points,trash_cost,faction,name,nrdb_key,num_ratings,ranking,rating,side,torb_id
200,28004,3,nbn,1,<strong>Designed by 2017 World Champion Jess Horig</strong>,Krembler,,Code Gate,,mor,4,3,corp,"When the Runner encounters this ice, they put the top card of the stack on the bottom, then you reveal the top 3 cards of the stack. Subroutine The Runner loses 3 credits. Subroutine If you revealed 2 or more cards that share a type when this encounter began, gain 3 credits. Subroutine If you revealed 3 or more cards that share a type when this encounter began, place 3 advancement tokens on an installed card.",Slot Machine,"When the Runner encounters this ice, they put the top card of the stack on the bottom, then you reveal the top 3 cards of the stack.
[subroutine] The Runner loses 3[credit].
[subroutine] If you revealed 2 or more cards that share a type when this encounter began, gain 3[credit].
[subroutine] If you revealed 3 or more cards that share a type when this encounter began, place 3 advancement tokens on an installed card.",Slot Machine,ice,False,,3.0,,5.0,,,,nbn,Slot Machine,28004,108,48,1898.0,corp,1539
201,28005,3,weyland-consortium,3,<strong>Designed by 2016 World Champion Chris Dyer</strong>,NtscapeNavigator,,Barrier,,mor,5,3,corp,trash: End the run. Use this ability only during a run on this server. Subroutine Gain 1 credit for each piece of ice protecting this server. Subroutine End the run.,Border Control,"[trash]: End the run. Use this ability only during a run on this server.
[subroutine] Gain 1[credit] for each piece of ice protecting this server.
[subroutine] End the run.",Border Control,ice,False,,4.0,,1.0,,,,weyland-consortium,Border Control,28005,106,10,2025.0,corp,1540
202,29009,3,haas-bioroid,2,NEXT Design's ice provides the discerning business with a suite of ice that creates a daunting security presence for intruders.,Ed Mattinian,,Code Gate - NEXT,,sm,9,3,corp,NEXT Bronze has +1 strength for each rezzed piece of NEXT ice. Subroutine End the run.,NEXT Bronze,"NEXT Bronze has +1 strength for each rezzed piece of <strong>NEXT</strong> ice.
[subroutine] End the run.",NEXT Bronze,ice,False,,2.0,,0.0,,,,haas-bioroid,NEXT Bronze,29009,125,376,1549.0,corp,299
203,29010,3,haas-bioroid,2,The networking capabilities of the NEXT suite of ice are unparalleled.,Ed Mattinian,,Barrier - NEXT,,sm,10,3,corp,"NEXT Silver gains ""Subroutine End the run."" for each rezzed piece of NEXT ice.",NEXT Silver,"NEXT Silver gains ""[subroutine] End the run."" for each rezzed piece of <strong>NEXT</strong> ice.",NEXT Silver,ice,False,,3.0,,1.0,,,,haas-bioroid,NEXT Silver,29010,104,409,1527.0,corp,465
204,29017,3,neutral-corp,0,"There drew he forth the brand Excalibur,
And o'er him, drawing it, the winter moon,
Brightening the skirts of a long cloud, ran forth
And sparkled keen with frost against the hilt:
For all the haft twinkled with diamond sparks,
Myriads of topaz-lights, and jacinth work
Of subtlest jewellery. -Lord Tennyson",Andreas Zafiratos,,Mythic - Grail,,sm,17,3,corp,Subroutine The Runner cannot make another run this turn.,Excalibur,[subroutine] The Runner cannot make another run this turn.,Excalibur,ice,True,,2.0,,3.0,,,,neutral-corp,Excalibur,29017,113,139,1755.0,corp,574
205,30038,3,haas-bioroid,3,<strong>Designed by 2018 European Champion Patrick Gower</strong>,Galen Dara,,Sentry - Bioroid - Destroyer,,sg,38,3,corp,Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine Trash 1 installed Runner card. Subroutine You may install 1 card from HQ or Archives. Subroutine The Runner cannot steal or trash Corp cards for the remainder of this run.,Ansel 1.0,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Trash 1 installed Runner card.
[subroutine] You may install 1 card from HQ or Archives.
[subroutine] The Runner cannot steal or trash Corp cards for the remainder of this run.",Ansel 1.0,ice,False,,6.0,,4.0,,,,haas-bioroid,Ansel 1.0,30038,86,119,1779.0,corp,1889
206,30039,3,haas-bioroid,2,A giant wakes...,Galen Dara,,Barrier - Bioroid,,sg,39,3,corp,"Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine You may install 1 piece of ice from HQ or Archives directly inward from this ice, ignoring all costs. Subroutine End the run. Subroutine End the run.",Bran 1.0,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] You may install 1 piece of ice from HQ or Archives directly inward from this ice, ignoring all costs.
[subroutine] End the run.
[subroutine] End the run.",Brân 1.0,ice,False,,6.0,,6.0,,,,haas-bioroid,Brân 1.0,30039,122,253,1644.0,corp,1890
207,30046,3,jinteki,2,It reads your future in a single biometric sweep.,BalanceSheet,,Code Gate - AP,,sg,46,3,corp,"Subroutine Do 1 net damage. If you trash a card with a printed play or install cost that is an odd number, end the run. (0 is not odd.)",Diviner,"[subroutine] Do 1 net damage. If you trash a card with a printed play or install cost that is an odd number, end the run. <em>(0 is not odd.)</em>",Diviner,ice,False,,2.0,,3.0,,,,jinteki,Diviner,30046,134,525,1452.0,corp,1897
208,30047,3,jinteki,2,"You did not escape, you were shown mercy.",BalanceSheet,,Sentry - AP,,sg,47,3,corp,Subroutine Do 2 net damage. The Runner may jack out. Subroutine Do 2 net damage.,Karuna,"[subroutine] Do 2 net damage. The Runner may jack out.
[subroutine] Do 2 net damage.",Karunā,ice,False,,4.0,,3.0,,,,jinteki,Karunā,30047,120,615,1400.0,corp,1898
209,30054,3,nbn,2,"""I might take a break from VR after this one.""
—SeaOfRibaldry, sensie streamer",Bruno Balixa,,Code Gate,,sg,54,3,corp,"When the Runner encounters this ice, end the run unless the Runner takes 1 tag. Subroutine Give the Runner 1 tag unless they pay 4 credits.",Funhouse,"When the Runner encounters this ice, end the run unless the Runner takes 1 tag.
[subroutine] Give the Runner 1 tag unless they pay 4[credit].",Funhouse,ice,False,,5.0,,4.0,,,,nbn,Funhouse,30054,118,183,1700.0,corp,1905
210,30055,3,nbn,2,"AvID:??:73.174 time=0.632 ms
AvID:??:73.174 time=0.201 ms
AvID:??:73.174 time=0.000 ms <strong>ALERT</strong>",Bruno Balixa,,Barrier,,sg,55,3,corp,"When you rez this ice during a run against this server, give the Runner 1 tag. Subroutine End the run.",Ping,"When you rez this ice during a run against this server, give the Runner 1 tag.
[subroutine] End the run.",Ping,ice,False,,2.0,,1.0,,,,nbn,Ping,30055,119,212,1672.0,corp,1906
211,30062,3,weyland-consortium,2,"""Puts a hole in your rig <strong>and</strong> your plans.""
—René ""Loup"" Arcemont",Owen Sinodov,,Sentry - Destroyer,,sg,62,3,corp,Subroutine Trash 1 installed program or end the run.,Ballista,[subroutine] Trash 1 installed program or end the run.,Ballista,ice,False,,5.0,,4.0,,,,weyland-consortium,Ballista,30062,145,471,1484.0,corp,1913
212,30063,3,weyland-consortium,3,,Owen Sinodov,,Barrier,,sg,63,3,corp,You can advance this ice. It gets +5 strength while there are 3 or more hosted advancement counters. Subroutine Give the Runner 1 tag. Subroutine End the run. Subroutine End the run.,Pharos,"You can advance this ice. It gets +5 strength while there are 3 or more hosted advancement counters.
[subroutine] Give the Runner 1 tag.
[subroutine] End the run.
[subroutine] End the run.",Pharos,ice,False,,7.0,,5.0,,,,weyland-consortium,Pharos,30063,112,407,1527.0,corp,1914
213,30072,3,neutral-corp,0,Keep the neighbors honest.,Scott Uminga,,Barrier,,sg,72,3,corp,"While this ice is protecting a remote server, it gets +2 strength. Subroutine End the run.",Palisade,"While this ice is protecting a remote server, it gets +2 strength.
[subroutine] End the run.",Palisade,ice,False,,3.0,,2.0,,,,neutral-corp,Palisade,30072,109,413,1526.0,corp,1923
214,30073,3,neutral-corp,0,"""You'll give till it hurts... then it'll reach for more.""
—Red Comyn",Scott Uminga,,Sentry - AP,,sg,73,3,corp,Subroutine Do 1 net damage. Subroutine Gain 1 credit.,Tithe,"[subroutine] Do 1 net damage.
[subroutine] Gain 1[credit].",Tithe,ice,False,,1.0,,1.0,,,,neutral-corp,Tithe,30073,100,406,1528.0,corp,1924
215,30074,3,neutral-corp,0,[this space intentionally left blank],Scott Uminga,,Code Gate,,sg,74,3,corp,"Subroutine The Runner loses 3 credits. Subroutine If the Runner has 6 credits or less, end the run.",Whitespace,"[subroutine] The Runner loses 3[credit].
[subroutine] If the Runner has 6[credit] or less, end the run.",Whitespace,ice,False,,2.0,,0.0,,,,neutral-corp,Whitespace,30074,117,292,1614.0,corp,1925
216,31043,3,haas-bioroid,1,Hello again! Back for another game?,Krembler,,Barrier - Bioroid,,su21,43,3,corp,Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine End the run. Subroutine End the run.,Eli 1.0,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] End the run.
[subroutine] End the run.",Eli 1.0,ice,False,,3.0,,4.0,,,,haas-bioroid,Eli 1.0,31043,117,97,1809.0,corp,223
217,31044,3,haas-bioroid,1,A triumph of bioroid-driven iterative design. A pity no one understands how it works...,Zoe Cohen,,Code Gate,,su21,44,3,corp,"When you rez this ice, choose 1 installed program hosted on a piece of ice. Move that program onto this ice. Each hosted program loses all abilities. Subroutine End the run.",Magnet,"When you rez this ice, choose 1 installed program hosted on a piece of ice. Move that program onto this ice.
Each hosted program loses all abilities.
[subroutine] End the run.",Magnet,ice,False,,3.0,,3.0,,,,haas-bioroid,Magnet,31044,112,221,1666.0,corp,916
218,31045,3,haas-bioroid,1,"I roar with a thousand voices, wield a thousand weapons, remember a thousand lives.",Krembler,,Code Gate - Bioroid,,su21,45,3,corp,Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine Resolve 1 subroutine on another rezzed bioroid ice. Subroutine Resolve 1 subroutine on another rezzed bioroid ice.,Ravana 1.0,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Resolve 1 subroutine on another rezzed <strong>bioroid</strong> ice.
[subroutine] Resolve 1 subroutine on another rezzed <strong>bioroid</strong> ice.",Ravana 1.0,ice,False,,3.0,,5.0,,,,haas-bioroid,Ravana 1.0,31045,114,339,1582.0,corp,900
219,31046,3,haas-bioroid,1,Click!,Zoe Cohen,,Sentry - Destroyer,,su21,46,3,corp,Subroutine Trash 1 installed program. Subroutine End the run.,Rototurret,"[subroutine] Trash 1 installed program.
[subroutine] End the run.",Rototurret,ice,False,,4.0,,0.0,,,,haas-bioroid,Rototurret,31046,126,432,1515.0,corp,64
220,31055,3,jinteki,1,"As the white light blazed around her, she became still. It was too beautiful. Too perfect.",Krembler,,Code Gate,,su21,55,3,corp,The strength of this ice cannot be lowered. Subroutine End the run.,Lotus Field,"The strength of this ice cannot be lowered.
[subroutine] End the run.",Lotus Field,ice,False,,5.0,,4.0,,,,jinteki,Lotus Field,31055,114,405,1528.0,corp,466
221,31056,3,jinteki,1,The pain of its first cutting art is a test. Bleed human-red and the second attack is stilled.,Krembler,,Sentry - AP - Destroyer,,su21,56,3,corp,The Runner cannot break subroutines on this ice using AI programs. Subroutine Trash 1 installed AI program. Subroutine Do 1 net damage.,Swordsman,"The Runner cannot break subroutines on this ice using <strong>AI</strong> programs.
[subroutine] Trash 1 installed <strong>AI</strong> program.
[subroutine] Do 1 net damage.",Swordsman,ice,False,,3.0,,2.0,,,,jinteki,Swordsman,31056,114,373,1550.0,corp,321
222,31065,3,nbn,1,A moment of your time? A moment of your time? A moment of your—,Alexis Spicer,,Code Gate - Advertisement,,su21,65,3,corp,"When the Runner encounters this ice, gain 1 credit. Subroutine End the run unless the Runner pays 1 credit.",Pop-up Window,"When the Runner encounters this ice, gain 1[credit].
[subroutine] End the run unless the Runner pays 1[credit].",Pop-up Window,ice,False,,0.0,,0.0,,,,nbn,Pop-up Window,31065,126,213,1672.0,corp,169
223,31066,3,nbn,2,The original Net pathways were free and open. An unacceptable state of affairs.,N. Hopkins,,Code Gate,,su21,66,3,corp,"When the Runner encounters this ice, they must pay 3 credits, if able. If they do not, end the run. Subroutine End the run.",Tollbooth,"When the Runner encounters this ice, they must pay 3[credit], if able. If they do not, end the run.
[subroutine] End the run.",Tollbooth,ice,False,,8.0,,5.0,,,,nbn,Tollbooth,31066,119,78,1837.0,corp,90
224,31067,3,nbn,1,"Space bent back. Folds on folds.
Endlessly wide. Paper deep.",Kevin Tame,,Barrier,,su21,67,3,corp,"While there are no installed fracter programs, this ice gets +7 strength. Subroutine End the run.",Wraparound,"While there are no installed <strong>fracter</strong> programs, this ice gets +7 strength.
[subroutine] End the run.",Wraparound,ice,False,,2.0,,0.0,,,,nbn,Wraparound,31067,123,123,1772.0,corp,384
225,31075,3,weyland-consortium,2,Target Acquired.,NtscapeNavigator,,Sentry - Destroyer,,su21,75,3,corp,"As an additional cost to rez this ice, forfeit 1 agenda. Subroutine Gain 2 credits. Subroutine Trash 1 installed program. Subroutine Trash 1 installed program. Subroutine End the run.",Archer,"As an additional cost to rez this ice, forfeit 1 agenda.
[subroutine] Gain 2[credit].
[subroutine] Trash 1 installed program.
[subroutine] Trash 1 installed program.
[subroutine] End the run.",Archer,ice,False,,4.0,,6.0,,,,weyland-consortium,Archer,31075,112,149,1746.0,corp,101
226,31076,3,weyland-consortium,2,,N. Hopkins,,Code Gate,,su21,76,3,corp,"You can advance this ice. If there are 3 or more hosted advancement counters, the Runner cannot break subroutines on this ice using AI programs. Subroutine Gain 1 credit. If there are 3 or more hosted advancement counters, instead gain 4 credits. Subroutine End the run. If there are 3 or more hosted advancement counters, instead search R&D for up to 2 cards. Add those cards to HQ, then end the run.",Hortum,"You can advance this ice. If there are 3 or more hosted advancement counters, the Runner cannot break subroutines on this ice using <strong>AI</strong> programs.
[subroutine] Gain 1[credit]. If there are 3 or more hosted advancement counters, instead gain 4[credit].
[subroutine] End the run. If there are 3 or more hosted advancement counters, instead search R&D for up to 2 cards. Add those cards to HQ, then end the run.",Hortum,ice,False,,4.0,,4.0,,,,weyland-consortium,Hortum,31076,118,208,1675.0,corp,1217
227,31077,3,weyland-consortium,1,"Each time I came back, it was bigger. And colder.",Zoe Cohen,,Barrier,,su21,77,3,corp,You can advance this ice. It gets +1 strength for each hosted advancement counter. Subroutine End the run.,Ice Wall,"You can advance this ice. It gets +1 strength for each hosted advancement counter.
[subroutine] End the run.",Ice Wall,ice,False,,1.0,,1.0,,,,weyland-consortium,Ice Wall,31077,119,358,1565.0,corp,103
228,31081,3,neutral-corp,0,"No runner sees the same thing. Some say it's a beast, others a man. But they all agree that it smells blue, and tastes like eternity.",Benjamin Giletti,,Code Gate,,su21,81,3,corp,Subroutine The Runner loses click. Subroutine End the run.,Enigma,"[subroutine] The Runner loses [click].
[subroutine] End the run.",Enigma,ice,False,,3.0,,2.0,,,,neutral-corp,Enigma,31081,123,131,1761.0,corp,111
229,33035,3,haas-bioroid,2,End the run. End the run. End the run. End the run.,Jakuza,,Barrier - Harmonic,,ms,35,3,corp,"Whenever you rez a piece of harmonic ice, place 1 power counter on this ice. This ice gains ""Subroutine End the run."" for each hosted power counter.",Echo,"Whenever you rez a piece of <strong>harmonic</strong> ice, place 1 power counter on this ice.
This ice gains ""[subroutine] End the run."" for each hosted power counter.",Echo,ice,False,,2.0,,0.0,,,,haas-bioroid,Echo,33035,42,493,1470.0,corp,6079
230,33036,3,haas-bioroid,3,,Jakuza,,Barrier - Bioroid - AP,,ms,36,3,corp,"When you rez this ice during a run against this server, you may derez another installed card. If you do, the Runner cannot use paid abilities printed on bioroid ice for the remainder of this turn. Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine Do 1 core damage. Subroutine End the run.",Hakarl 1.0,"When you rez this ice during a run against this server, you may derez another installed card. If you do, the Runner cannot use paid abilities printed on <strong>bioroid</strong> ice for the remainder of this turn.
<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Do 1 core damage.
[subroutine] End the run.",Hákarl 1.0,ice,False,,5.0,,4.0,,,,haas-bioroid,Hákarl 1.0,33036,75,445,1500.0,corp,4024
231,33037,3,haas-bioroid,1,"With networks, growth is exponential.",Jakuza,,Code Gate - Harmonic,,ms,37,3,corp,"When you rez this ice during a run against this server, you may search R&D for a piece of ice and reveal it. (Shuffle R&D after searching it.) Add that ice to HQ. Subroutine Gain 1 credit for each rezzed piece of harmonic ice.",Wave,"When you rez this ice during a run against this server, you may search R&D for a piece of ice and reveal it. <em>(Shuffle R&D after searching it.)</em> Add that ice to HQ.
[subroutine] Gain 1[credit] for each rezzed piece of <strong>harmonic</strong> ice.",Wave,ice,False,,2.0,,3.0,,,,haas-bioroid,Wave,33037,43,555,1431.0,corp,6081
232,33043,3,jinteki,2,Ethereal beauty laced with the most elegant venom.,Jack Reeves,,Sentry - AP,,ms,43,3,corp,"When you rez this ice during a run against this server, you may trash 1 card from HQ to do 2 net damage. Subroutine Do 1 net damage.",Anemone,"When you rez this ice during a run against this server, you may trash 1 card from HQ to do 2 net damage.
[subroutine] Do 1 net damage.",Anemone,ice,False,,3.0,,2.0,,,,jinteki,Anemone,33043,77,245,1645.0,corp,4025
233,33044,3,jinteki,3,"Digital refuse is their food, and you should never come between an animal and its food.",Jack Reeves,,Sentry - AP,,ms,44,3,corp,"While this ice is protecting Archives, it gets +3 strength. Subroutine Do 3 net damage.",Bathynomus,"While this ice is protecting Archives, it gets +3 strength.
[subroutine] Do 3 net damage.",Bathynomus,ice,False,,3.0,,1.0,,,,jinteki,Bathynomus,33044,45,587,1415.0,corp,6088
234,33045,3,jinteki,2,Keep off the grass.,Jack Reeves,,Barrier - AP,,ms,45,3,corp,The rez cost of this ice is lowered by 1 credit for each rezzed piece of code gate ice. Subroutine Do 2 net damage. Subroutine End the run.,Ivik,"The rez cost of this ice is lowered by 1[credit] for each rezzed piece of <strong>code gate</strong> ice.
[subroutine] Do 2 net damage.
[subroutine] End the run.",Ivik,ice,False,,7.0,,5.0,,,,jinteki,Ivik,33045,45,490,1471.0,corp,6089
235,33053,3,nbn,2,"Names of old carry little weight today, their legacies broken and swept away. Now, we are the rulers of truth.",BalanceSheet,,Code Gate,,ms,53,3,corp,"You can advance this ice. When the Runner encounters this ice, you may remove 1 hosted advancement counter. If you do, the Runner loses 3 credits. Subroutine The Runner loses 3 credits. Subroutine End the run.",Mestnichestvo,"You can advance this ice.
When the Runner encounters this ice, you may remove 1 hosted advancement counter. If you do, the Runner loses 3[credit].
[subroutine] The Runner loses 3[credit].
[subroutine] End the run.",Mestnichestvo,ice,False,,5.0,,4.0,,,,nbn,Mestnichestvo,33053,40,320,1594.0,corp,6097
236,33054,3,nbn,2,"No task the witch set would ever be too great, for Vasilisa had her mother's blessing.",BalanceSheet,,Sentry - Observer,,ms,54,3,corp,"When the Runner encounters this ice, you may pay 1 credit. If you do, place 1 advancement counter on an installed card you can advance. Subroutine Give the Runner 1 tag.",Vasilisa,"When the Runner encounters this ice, you may pay 1[credit]. If you do, place 1 advancement counter on an installed card you can advance.
[subroutine] Give the Runner 1 tag.",Vasilisa,ice,False,,2.0,,2.0,,,,nbn,Vasilisa,33054,43,371,1552.0,corp,6098
237,33060,3,weyland-consortium,3,,Scott Uminga,,Barrier,,ms,60,3,corp,"When you rez this ice, place 4 power counters on it. When your turn begins, remove 1 hosted power counter. This ice gains ""Subroutine End the run."" before its printed subroutine for each hosted power counter. Subroutine Trash this ice.",Envelopment,"When you rez this ice, place 4 power counters on it.
When your turn begins, remove 1 hosted power counter.
This ice gains ""[subroutine] End the run."" before its printed subroutine for each hosted power counter.
[subroutine] Trash this ice.",Envelopment,ice,False,,5.0,,5.0,,,,weyland-consortium,Envelopment,33060,38,181,1702.0,corp,6104
238,33061,3,weyland-consortium,3,Confound the runner so that they cannot see our true intent.,Scott Uminga,,Barrier,,ms,61,3,corp,Subroutine Gain 2 credits. Subroutine End the run.,Maskirovka,"[subroutine] Gain 2[credit].
[subroutine] End the run.",Maskirovka,ice,False,,3.0,,3.0,,,,weyland-consortium,Maskirovka,33061,44,500,1467.0,corp,6105
239,33062,3,weyland-consortium,2,Centuries of military tactics compressed into a single entity.,Scott Uminga,,Sentry - Destroyer,,ms,62,3,corp,"When you rez this ice, you may trash 1 of your other installed cards. If you do, this ice gets +5 strength for the remainder of the run. Subroutine Trash 1 installed program. Subroutine Trash 1 installed program.",Stavka,"When you rez this ice, you may trash 1 of your other installed cards. If you do, this ice gets +5 strength for the remainder of the run.
[subroutine] Trash 1 installed program.
[subroutine] Trash 1 installed program.",Stavka,ice,False,,4.0,,2.0,,,,weyland-consortium,Stavka,33062,42,281,1622.0,corp,6106
240,33098,3,haas-bioroid,2,"As one, every monitoring device on the ship reverberated, emitting a noise so primordial, so titanic, it shook Padma to her core.
Daeg hissed.",Jakuza,,Sentry - AP - Destroyer - Harmonic,,ph,98,3,corp,"As an additional cost to rez this ice, derez another piece of harmonic ice. Subroutine Do 1 core damage. Subroutine Trash 1 installed program. Subroutine Trash 1 installed program.",Bloop,"As an additional cost to rez this ice, derez another piece of <strong>harmonic</strong> ice.
[subroutine] Do 1 core damage.
[subroutine] Trash 1 installed program.
[subroutine] Trash 1 installed program.",Bloop,ice,False,,3.0,,5.0,,,,haas-bioroid,Bloop,33098,33,310,1602.0,corp,8224
241,33099,3,haas-bioroid,2,"The sound welled up from the deep: throbbing, thumping, growing with every passing beat of their hearts.",Jakuza,,Code Gate - Harmonic,,ph,99,3,corp,"When you rez this ice during a run against this server, the Runner loses click. Subroutine The Runner loses 1 credit for each rezzed piece of harmonic ice. Subroutine End the run unless the Runner spends click.",Pulse,"When you rez this ice during a run against this server, the Runner loses [click].
[subroutine] The Runner loses 1[credit] for each rezzed piece of <strong>harmonic</strong> ice.
[subroutine] End the run unless the Runner spends [click].",Pulse,ice,False,,3.0,,1.0,,,,haas-bioroid,Pulse,33099,39,348,1570.0,corp,8225
242,33108,3,jinteki,2,Hafrún has seen generations of the Net. Now there are whispers that something from the deep is disquieting it.,Jack Reeves,,Barrier - Code Gate,,ph,108,3,corp,"When you rez this ice during a run against this server, you may trash 1 card from HQ. If you do, choose 1 installed Runner card. That cards abilities cannot break subroutines for the remainder of that run. Subroutine End the run.",Hafrun,"When you rez this ice during a run against this server, you may trash 1 card from HQ. If you do, choose 1 installed Runner card. That cardʼs abilities cannot break subroutines for the remainder of that run.
[subroutine] End the run.",Hafrún,ice,False,,2.0,,3.0,,,,jinteki,Hafrún,33108,38,486,1473.0,corp,8234
243,33109,3,jinteki,3,"""Matt, thereʼs something big heading your way. Matt, are you hearing me? Matt? Oh no.""
—Moth",Ed Mattinian,,Code Gate - AP,,ph,109,3,corp,Subroutine The Runner loses 2 credits. Subroutine Gain 2 credits. Subroutine Do 2 net damage. Subroutine You may draw 1 or 2 cards.,Vampyronassa,"[subroutine] The Runner loses 2[credit].
[subroutine] Gain 2[credit].
[subroutine] Do 2 net damage.
[subroutine] You may draw 1 or 2 cards.",Vampyronassa,ice,False,,7.0,,4.0,,,,jinteki,Vampyronassa,33109,34,325,1591.0,corp,8235
244,33116,3,nbn,3,SCANNING... ASSEMBLING INSULT!,Bruno Balixa,,Barrier,,ph,116,3,corp,"When you rez this ice during a run against this server, you may have the Runner gain 2 credits. If you do, choose 1 installed resource. That resource loses all abilities until your next turn ends. Subroutine End the run.",Klevetnik,"When you rez this ice during a run against this server, you may have the Runner gain 2[credit]. If you do, choose 1 installed resource. That resource loses all abilities until your next turn ends.
[subroutine] End the run.",Klevetnik,ice,False,,3.0,,3.0,,,,nbn,Klevetnik,33116,38,635,1383.0,corp,8242
245,33117,3,nbn,2,,BalanceSheet,,Sentry - AP,,ph,117,3,corp,"When you rez this ice during a run against this server, you may have the Runner gain 2 credits. If you do, during each encounter with this ice for the remainder of that run, the Runner cannot break more than 1 of its printed subroutines. Subroutine Give the Runner 1 tag. Subroutine Do 2 net damage. Subroutine You may draw 2 cards.",Unsmiling Tsarevna,"When you rez this ice during a run against this server, you may have the Runner gain 2[credit]. If you do, during each encounter with this ice for the remainder of that run, the Runner cannot break more than 1 of its printed subroutines.
[subroutine] Give the Runner 1 tag.
[subroutine] Do 2 net damage.
[subroutine] You may draw 2 cards.",Unsmiling Tsarevna,ice,False,,4.0,,2.0,,,,nbn,Unsmiling Tsarevna,33117,35,367,1559.0,corp,8243
246,33124,3,weyland-consortium,2,Waiting for the next blow to land.,Scott Uminga,,Code Gate,,ph,124,3,corp,"When the Runner encounters this ice, you may trash 1 of your other installed cards. If you do, the Runner cannot break this ice's printed subroutines for the remainder of this encounter. Subroutine Gain 1 credit. The Runner loses 1 credit. Subroutine The Runner trashes 1 of their installed cards.",Anvil,"When the Runner encounters this ice, you may trash 1 of your other installed cards. If you do, the Runner cannot break this iceʼs printed subroutines for the remainder of this encounter.
[subroutine] Gain 1[credit]. The Runner loses 1[credit].
[subroutine] The Runner trashes 1 of their installed cards.",Anvil,ice,False,,4.0,,3.0,,,,weyland-consortium,Anvil,33124,30,319,1595.0,corp,8250
